datetime,station,dma_code,rate,length
2023-05-15 22:54:00,FOOD,819,35.5,30
2023-05-17 19:54:00,FOOD,819,35.5,30
2023-05-19 19:47:00,FOOD,819,35.5,30
2023-05-15 13:51:00,FXNC,819,8.75,30
2023-05-16 14:14:00,FXNC,819,8.75,30
2023-05-18 09:12:00,FXNC,819,8.75,30
2023-05-16 16:27:00,RTNW,819,130.0,30
2023-05-15 05:23:00,TNT,819,12.0,30
2023-05-16 05:16:00,TNT,819,12.0,30
2023-05-17 05:11:00,TNT,819,12.0,30
2023-05-17 05:40:00,TNT,819,12.0,30
2023-05-17 18:14:00,TNT,819,349.0,30
2023-05-16 08:40:00,USA,819,13.75,30
2023-05-17 13:44:00,USA,819,13.75,30
2023-05-18 06:18:00,USA,819,13.75,30
2023-05-18 06:44:00,USA,819,13.75,30
2023-05-20 18:37:00,RTNW,819,12.5,30
2023-05-16 17:37:00,ESPN,819,349.0,30
