spot_id,datetime,station,dma_code,rate,length,session_count
651,5/23/2023 19:43,KAYU,881,125.0,30,0
652,5/25/2023 19:50,KAYU,881,125.0,30,0
653,5/25/2023 22:21,KAYU,881,150.0,30,0
654,5/26/2023 17:55,KAYU,881,60.0,30,0
655,5/22/2023 22:23,KBOI,757,125.0,30,0
656,5/23/2023 6:54,KBOI,757,70.0,30,0
657,5/23/2023 17:43,KBOI,757,165.0,30,0
658,5/23/2023 18:47,KBOI,757,225.0,30,0
659,5/24/2023 17:51,KBOI,757,165.0,30,1
660,5/24/2023 22:27,KBOI,757,125.0,30,1
661,5/25/2023 6:12,KBOI,757,70.0,30,0
662,5/25/2023 16:59,KBOI,757,225.0,30,1
663,5/27/2023 15:27,KBOI,757,115.0,30,0
664,5/28/2023 8:54,KBOI,757,225.0,30,0
665,5/28/2023 10:20,KBOI,757,120.0,30,0
666,5/28/2023 22:32,KBOI,757,125.0,30,0
667,5/22/2023 6:23,KHQ,881,191.25,30,0
668,5/24/2023 5:58,KHQ,881,191.25,30,0
669,5/24/2023 8:41,KHQ,881,157.25,30,0
670,5/24/2023 17:27,KHQ,881,297.5,30,0
671,5/25/2023 8:37,KHQ,881,157.25,30,0
672,5/26/2023 18:45,KHQ,881,297.5,30,0
673,5/22/2023 9:58,KOIN,820,200.0,30,0
674,5/22/2023 12:24,KOIN,820,180.0,30,0
675,5/22/2023 17:12,KOIN,820,190.0,30,0
676,5/22/2023 17:50,KOIN,820,170.0,30,0
677,5/22/2023 19:54,KOIN,820,190.0,30,0
678,5/23/2023 6:21,KOIN,820,115.0,30,0
679,5/23/2023 8:23,KOIN,820,150.0,30,0
680,5/23/2023 17:51,KOIN,820,170.0,30,0
681,5/23/2023 18:23,KOIN,820,250.0,30,0
682,5/24/2023 12:23,KOIN,820,180.0,30,0
683,5/24/2023 19:48,KOIN,820,190.0,30,0
684,5/25/2023 6:21,KOIN,820,115.0,30,0
685,5/25/2023 8:50,KOIN,820,150.0,30,0
686,5/26/2023 9:22,KOIN,820,200.0,30,0
687,5/26/2023 18:07,KOIN,820,250.0,30,0
688,5/26/2023 20:37,KOIN,820,175.0,30,1
689,5/27/2023 21:31,KOIN,820,175.0,30,0
690,5/27/2023 23:29,KOIN,820,140.0,30,0
691,5/28/2023 22:48,KOIN,820,175.0,30,0
692,5/28/2023 23:21,KOIN,820,140.0,30,0
693,5/22/2023 17:28,KREM,881,145.0,30,0
694,5/22/2023 18:22,KREM,881,125.0,30,0
695,5/22/2023 18:59,KREM,881,125.0,30,0
696,5/25/2023 17:28,KREM,881,145.0,30,0
697,5/25/2023 18:12,KREM,881,125.0,30,0
698,5/28/2023 17:12,KREM,881,200.0,30,0
