spot_id,datetime,station,dma_code,rate,length
0,2023-05-24 09:58:59,KPTV,820,120,30
1,2023-05-26 23:33:30,KPTV,820,250,30
2,2023-05-25 08:28:20,KPTV,820,220,30
3,2023-05-26 10:58:25,KPTV,820,90,30
4,2023-05-28 12:53:37,KPTV,820,1500,30
5,2023-05-22 23:13:21,KPTV,820,200,30
6,2023-05-23 23:25:26,KPTV,820,200,30
7,2023-05-25 20:42:25,KPTV,820,700,30
8,2023-05-22 19:11:57,KATU,820,500,30
9,2023-05-22 19:37:10,KATU,820,500,30
10,2023-05-23 17:28:32,KATU,820,550,30
11,2023-05-23 18:23:07,KATU,820,250,30
12,2023-05-24 07:27:43,KATU,820,250,30
13,2023-05-25 17:29:02,KATU,820,550,30
14,2023-05-26 19:24:24,KATU,820,500,30
15,2023-05-28 17:08:31,KATU,820,275,30
16,2023-05-22 09:24:26,KAYU,881,15,30
17,2023-05-22 17:42:55,KAYU,881,60,30
18,2023-05-23 09:51:20,KAYU,881,15,30
19,2023-05-23 19:43:12,KAYU,881,125,30
20,2023-05-25 19:50:55,KAYU,881,125,30
21,2023-05-25 22:21:42,KAYU,881,150,30
22,2023-05-26 17:55:04,KAYU,881,60,30
23,2023-05-22 22:23:01,KBOI,757,125,30
24,2023-05-23 06:54:03,KBOI,757,70,30
25,2023-05-23 17:43:05,KBOI,757,165,30
26,2023-05-23 18:47:55,KBOI,757,225,30
27,2023-05-24 17:51:17,KBOI,757,165,30
28,2023-05-24 22:27:20,KBOI,757,125,30
29,2023-05-25 06:12:16,KBOI,757,70,30
30,2023-05-25 16:59:28,KBOI,757,225,30
31,2023-05-27 15:27:41,KBOI,757,115,30
32,2023-05-28 08:54:52,KBOI,757,225,30
33,2023-05-28 10:20:53,KBOI,757,120,30
34,2023-05-28 22:32:45,KBOI,757,125,30
35,2023-05-22 06:23:18,KHQ,881,191.25,30
36,2023-05-24 05:58:22,KHQ,881,191.25,30
37,2023-05-24 08:41:53,KHQ,881,157.25,30
38,2023-05-24 17:27:20,KHQ,881,297.5,30
39,2023-05-25 08:37:52,KHQ,881,157.25,30
40,2023-05-26 18:45:59,KHQ,881,297.5,30
41,2023-05-22 09:58:57,KOIN,820,200,30
42,2023-05-22 12:24:24,KOIN,820,180,30
43,2023-05-22 17:12:34,KOIN,820,190,30
44,2023-05-22 17:50:59,KOIN,820,170,30
45,2023-05-22 19:54:59,KOIN,820,190,30
46,2023-05-23 06:21:15,KOIN,820,115,30
47,2023-05-23 08:23:25,KOIN,820,150,30
48,2023-05-23 17:51:42,KOIN,820,170,30
49,2023-05-23 18:23:39,KOIN,820,250,30
50,2023-05-24 12:23:20,KOIN,820,180,30
51,2023-05-24 19:48:56,KOIN,820,190,30
52,2023-05-25 06:21:44,KOIN,820,115,30
53,2023-05-25 08:50:24,KOIN,820,150,30
54,2023-05-26 09:22:49,KOIN,820,200,30
55,2023-05-26 18:07:47,KOIN,820,250,30
56,2023-05-26 20:37:00,KOIN,820,175,30
57,2023-05-27 21:31:47,KOIN,820,175,30
58,2023-05-27 23:29:41,KOIN,820,140,30
59,2023-05-28 22:48:37,KOIN,820,175,30
60,2023-05-28 23:21:47,KOIN,820,140,30
61,2023-05-22 17:28:10,KREM,881,145,30
62,2023-05-22 18:22:45,KREM,881,125,30
63,2023-05-22 18:59:01,KREM,881,125,30
64,2023-05-25 17:28:27,KREM,881,145,30
65,2023-05-25 18:12:37,KREM,881,125,30
66,2023-05-28 17:12:47,KREM,881,200,30
